size,1,2,4,8,10,16,20,24,30,35,40
1000000,0.0615268,0.028344,0.0211057,0.0112052,0.0151024,0.012898,0.0179482,0.0104456,0.0144993,0.00651668,0.00908545
100000000,5.28539,2.74463,1.41634,0.709687,0.81586,0.544421,0.417051,0.354925,0.305745,0.232493,0.230264
