size,1,2,4,8,16
100000,0.01306,0.0086,0.00583,0.00489,0.00684
1000000,0.11766,0.08166,0.05883,0.04254,0.04789
10000000,1.18844,0.75209,0.51482,0.38542,0.38346
100000000,11.75279,7.76619,5.6351,4.08358,3.88674
