size,1,2,4,8,16
10000,0.00178,0.00095,0.00054,0.00047,0.00067
50000,0.01039,0.00501,0.00264,0.00126,0.002
100000,0.01674,0.00984,0.00524,0.00283,0.00332
500000,0.0796,0.04667,0.02618,0.01781,0.01565
