size,1,2,4,8,16
100000,0.00766,0.00463,0.00322,0.00294,0.00528
1000000,0.06899,0.04201,0.03128,0.02255,0.02785
10000000,0.63796,0.38251,0.27269,0.20247,0.20104
100000000,5.7664,4.40301,2.65774,1.93078,1.96328
