size,1,2,4,8,10,16,20,24,30,35,40,44
1000000,0.0201611,0.00754972,0.00564023,0.00538476,0.00580573,0.00895112,1.01533,0.00998966,1.03778,0.00492305,0.00441752,0.00480031
100000000,1.51309,0.751188,0.378085,0.189897,0.152208,0.0970634,0.0773921,0.0649164,0.0513925,0.0437736,1.01646,1.04534
