size,1,2,4,8,16
4000,1.00576,0.68272,0.49635,0.33461,0.37866
6000,2.24352,1.70807,1.09473,0.79062,0.79582
8000,3.98261,2.95727,1.92576,1.40483,1.39146
10000,6.58522,4.5839,2.98008,2.129,2.08288
