size,1,2,4,8,16
10000,0.00293,0.00536,0.01489,0.03528,0.02112
50000,0.01667,0.02883,0.07873,0.1774,0.10581
100000,0.0268,0.05561,0.17124,0.3254,0.2163
500000,0.14542,0.299,0.70956,1.93103,1.06915
