size,1,2,4,8,16
100000,0.01673,0.00981,0.00647,0.00397,0.00689
1000000,0.18349,0.10135,0.05226,0.02778,0.03235
10000000,1.5979,0.93738,0.50289,0.25576,0.26154
100000000,14.64158,8.71813,5.16414,2.25205,2.30545
